id,name,category,alcoholic,instructions,ingredients
631,Vampiro,"Ordinary Drink",Alcoholic,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first "rim" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.","Tequila, Tomato Juice, Orange Juice, Lime Juice, Sugar Syrup, Salt"
632,Aviation,Cocktail,Alcoholic,"Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.","Gin, lemon juice, maraschino liqueur"
633,"Van Vleet","Ordinary Drink",Alcoholic,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.","Light rum, Maple syrup, Lemon juice"
634,Avalanche,Shake,Alcoholic,"Mix in highball glass over ice, shake well.","Crown Royal, Kahlua, Cream"
635,"Vodka Fizz","Other / Unknown",Alcoholic,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.","Vodka, Half-and-half, Limeade, Ice, Nutmeg"
636,"Adam & Eve",Cocktail,Alcoholic,"Shake together all the ingredients and strain into a cold glass.","Gin, Cognac, Creme de Cassis, Fresh Lemon Juice"
637,"Cafe Savoy","Coffee / Tea",Alcoholic,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.","Coffee, Milk, Triple sec, Brandy"
638,"Long vodka","Ordinary Drink",Alcoholic,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka","Vodka, Lime, Angostura bitters, Tonic water, Ice"
639,"After Five",Shot,Alcoholic,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled","Peppermint schnapps, Kahlua, Baileys irish cream"
640,"Miami Vice",Cocktail,Alcoholic,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).","151 proof rum, Pina colada mix, Daiquiri mix"
641,"Vodka Slime",Cocktail,Alcoholic,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.","Sprite, Lime Juice, Vodka"
642,"Vodka Tonic",Cocktail,Alcoholic,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!","Vodka, Tonic Water, Lemon Peel"
643,"Vodka Lemon",Cocktail,Alcoholic,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.","Vodka, Lemon Juice, Lemon Peel, Ice"
644,Screwdriver,"Ordinary Drink",Alcoholic,"Mix in a highball glass with ice. Garnish and serve.","Vodka, Orange juice"
645,"Clover Club","Ordinary Drink",Alcoholic,"Dry shake ingredients to emulsify, add ice, shake and served straight up.","Gin, Grenadine, Lemon, Egg white"
646,Boulevardier,Cocktail,Alcoholic,"Stir with ice, strain, garnish and serve.","Campari, Sweet Vermouth, Rye whiskey, Orange Peel"
647,Coffee-Vodka,"Homemade Liqueur",Alcoholic,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.","Water, Sugar, Coffee, Vanilla, Vodka, Caramel coloring"
648,"Arise My Love","Ordinary Drink",Alcoholic,"Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.","Champagne, Green Creme de Menthe"
649,"Vodka Russian","Ordinary Drink",Alcoholic,"Mix it as a ordinary drink .","Vodka, Schweppes Russchian"
650,"Vodka Martini","Ordinary Drink",Alcoholic,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.","Vodka, Dry Vermouth, Olive"
651,Snowday,Cocktail,Alcoholic,"Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.","Vodka, Amaro Montenegro, Ruby Port, Blood Orange, Angostura Bitters, Orange Peel"
652,Snowball,"Ordinary Drink",Alcoholic,"Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.","Advocaat, Lemonade, Lemon, Ice"
653,Downshift,"Punch / Party Drink",Alcoholic,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.","Fruit punch, Sprite, Tequila, 151 proof rum"
654,Afterglow,Cocktail,"Non alcoholic","Mix. Serve over ice.","Grenadine, Orange juice, Pineapple juice"
655,Gluehwein,"Punch / Party Drink","Optional alcohol","Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.","Red wine, Water, Sugar, Cinnamon, Cloves, Lemon peel"
656,"White Lady","Ordinary Drink",Alcoholic,"Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.","Gin, Triple Sec, Lemon Juice"
657,"Kiwi Lemon","Ordinary Drink",Alcoholic,"Mix in highball glass. Stirr. Garnish with slice of kiwi.","Kiwi liqueur, Bitter lemon, Ice"
658,"Wine Punch","Punch / Party Drink",Alcoholic,"Combine all of the ingredients and pour over a block of ice.","Red wine, Lemon, Orange juice, Orange, Pineapple juice"
659,"Whisky Mac","Ordinary Drink",Alcoholic,"Pour both of the ingredients into a wine goblet with no ice.","Scotch, Wine"
660,"3 Wise Men",Shot,Alcoholic,"put them them in a glass... and slam it to tha head.","Jack Daniels, Johnnie Walker, Jim Beam"
661,"Moscow Mule","Punch / Party Drink",Alcoholic,"Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.","Vodka, Lime juice, Ginger ale"
662,"Gin Swizzle","Ordinary Drink",Alcoholic,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.","Lime juice, Sugar, Gin, Bitters, Club soda"
663,"Yellow Bird",Cocktail,Alcoholic,"Shake and strain into a chilled cocktail glass","White Rum, Galliano, Triple Sec, Lime Juice"
664,"London Town","Ordinary Drink",Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","Gin, Maraschino liqueur, Orange bitters"
665,"Orange Whip","Other / Unknown",Alcoholic,"Pour ingredients over ice and stir.","Orange juice, Rum, Vodka, Cream, Ice"
666,"Sweet Tooth",Shake,Alcoholic,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.","Godiva liqueur, Milk"
667,Screwdriver,"Ordinary Drink",Alcoholic,"Mix in a highball glass with ice. Garnish and serve.","Vodka, Orange juice"
668,"Mulled Wine","Punch / Party Drink",Alcoholic,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a "coffee temperature" (DO NOT BOIL) then add the brandy.","Water, Sugar, Cloves, Cinnamon, Lemon peel, Red wine, Brandy"
669,"Wine Cooler","Punch / Party Drink","Optional alcohol","Mix wine and soft drink. Pour into glass. Add ice.","Red wine, Lemon-lime soda, Ice"
670,"Winter Rita",Beer,Alcoholic,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀","Tequila, Campari, Lime Juice, Orange Juice, Rosemary Syrup, Salt"
671,"9 1/2 Weeks",Cocktail,Alcoholic,"Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.","Absolut Citron, Orange Curacao, Strawberry liqueur, Orange juice"
672,"Whiskey Sour","Ordinary Drink",Alcoholic,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.","Blended whiskey, Lemon, Powdered sugar, Cherry, Lemon"
673,"Kiwi Martini",Cocktail,Alcoholic,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.","Kiwi, Sugar Syrup, Vodka, Kiwi"
674,"Monkey Wrench","Ordinary Drink",Alcoholic,"Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.","Light rum, Grapefruit juice, Bitters"
675,"New York Sour","Ordinary Drink",Alcoholic,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.","Blended whiskey, Lemon, Sugar, Red wine, Lemon, Cherry"
676,Boxcar,"Ordinary Drink",Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.","Gin, Triple sec, Lemon juice, Grenadine, Egg white"
677,Alexander,"Ordinary Drink",Alcoholic,"Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.","Gin, Creme de Cacao, Light cream, Nutmeg"
678,"Foxy Lady","Ordinary Drink",Alcoholic,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.","Amaretto, Creme de Cacao, Light cream"
679,"Lunch Box",Beer,Alcoholic,"Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.","Beer, Amaretto, Orange juice"
680,"After sex","Ordinary Drink",Alcoholic,"Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar","Vodka, Creme de Banane, Orange juice"
681,"Absolut Sex",Shot,Alcoholic,"Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.","Absolut Kurant, Midori melon liqueur, Cranberry juice, Sprite"
682,"Texas Sling",Shake,Alcoholic,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.","Kahlua, Irish cream, Amaretto, 151 proof rum, Cream"
683,"Mojito Extra",Cocktail,Alcoholic,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.","Mint, Lemon juice, Dark rum, Club soda, Angostura bitters"
684,"Midnight Manx","Ordinary Drink",Alcoholic,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!","Kahlua, Baileys irish cream, Goldschlager, Heavy cream, Coffee"
685,"Tuxedo Cocktail","Ordinary Drink",Alcoholic,"Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.","Dry Vermouth, Gin, Maraschino liqueur, Anis, Orange bitters, Cherry"
686,"Brandy Alexander","Ordinary Drink",Alcoholic,"Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.","Brandy, Creme de Cacao, Light cream, Nutmeg"
687,"Sex on the Beach","Ordinary Drink",Alcoholic,"Build all ingredients in a highball glass filled with ice. Garnish with orange slice.","Vodka, Peach schnapps, Cranberry juice, Orange juice"
688,"Texas Rattlesnake",Shot,Alcoholic,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...","Yukon Jack, Cherry brandy, Southern Comfort, Sweet and sour"
689,Melya,"Coffee / Tea","Non alcoholic","Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.","Espresso, Honey, Cocoa powder"
690,Derby,"Ordinary Drink",Alcoholic,"Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.","gin, Peach Bitters, Mint"
691,Snowday,Cocktail,Alcoholic,"Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.","Vodka, Amaro Montenegro, Ruby Port, Blood Orange, Angostura Bitters, Orange Peel"
692,Brooklyn,Cocktail,Alcoholic,"Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.","Rye Whiskey, Dry Vermouth, Maraschino Liqueur, Angostura Bitters, Maraschino Cherry"
693,Affinity,"Ordinary Drink",Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","Scotch, Sweet Vermouth, Dry Vermouth, Orange bitters"
694,Allegheny,"Ordinary Drink",Alcoholic,"Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.","Dry Vermouth, Bourbon, Blackberry brandy, Lemon juice, Lemon peel"
695,Greyhound,Cocktail,Alcoholic,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

","Vodka, Grapefruit Juice"
696,"Honey Bee",Cocktail,Alcoholic,"Shake ingredients with crushed ice
","White Rum, Honey, Lemon Juice"
697,Artillery,"Ordinary Drink",Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","Sweet Vermouth, Gin, Bitters"
698,"Pink Lady","Ordinary Drink",Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Gin, Grenadine, Light cream, Egg white"
699,Tipperary,Cocktail,Alcoholic,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.","Irish Whiskey, Sweet Vermouth, Green Chartreuse"
700,"Salty Dog","Ordinary Drink",Alcoholic,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)","Grapefruit juice, Gin, Salt"
701,Dragonfly,"Ordinary Drink",Alcoholic,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.","Gin, Ginger ale, Lime"
702,"Foxy Lady","Ordinary Drink",Alcoholic,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.","Amaretto, Creme de Cacao, Light cream"
703,"Gin Daisy","Ordinary Drink",Alcoholic,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.","Gin, Lemon juice, Sugar, Grenadine, Maraschino cherry, Orange"
704,"Gin Toddy","Ordinary Drink",Alcoholic,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.","Gin, Water, Powdered sugar, Lemon peel"
705,"Rum Toddy","Ordinary Drink",Alcoholic,"Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.","Rum, Powdered sugar, Lemon peel, Water"
706,"Hot Toddy",Cocktail,Alcoholic,"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately.","Whiskey, Honey, Cinnamon, lemon, Cloves"
707,"Bob Marley",Shot,Alcoholic,"Layer in a 2 oz shot glass or pony glass","Midori melon liqueur, Jägermeister, Goldschlager"
708,"Almond Joy","Ordinary Drink",Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Amaretto, Creme de Cacao, Light cream"
709,"Kir Royale","Ordinary Drink",Alcoholic,"Pour Creme de cassis in glass, gently pour champagne on top","Creme de Cassis, Champagne"
710,"Gin Rickey",Cocktail,Alcoholic,"Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.","Gin, Grenadine, lemon, Soda Water, Lime"
711,"Rusty Nail","Ordinary Drink",Alcoholic,"Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.","Scotch, Drambuie, Lemon peel"
712,"White Lady","Ordinary Drink",Alcoholic,"Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.","Gin, Triple Sec, Lemon Juice"
713,"Royal Fizz","Ordinary Drink",Alcoholic,"Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.","Gin, Sweet and sour, Egg, Coca-Cola"
714,Zorro,"Coffee / Tea",Alcoholic,"add all and pour black coffee and add whipped cream on top.","Sambuca, Baileys irish cream, White Creme de Menthe"
715,Spritz,"Ordinary Drink",Alcoholic,"Build into glass over ice, garnish and serve.","Prosecco, Campari, Soda Water"
716,Zoksel,"Soft Drink",Alcoholic,"No specific mixing instructions, just poor every ingredient in one glass. The lemon goes with it.","Beer, Root beer, Lemonade, Coca-Cola, 7-Up, Creme de Cassis, Lemon"
717,Zombie,Cocktail,Alcoholic,"Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.","Rum, Gold rum, 151 proof rum, Pernod, Grenadine, Lime Juice, Angostura Bitters"
718,Zinger,"Soft Drink",Alcoholic,"Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.","Peachtree schnapps, Surge"
719,Zambeer,"Soft Drink",Alcoholic,"Mix sambuca with rootbeer and stir. Add ice","Sambuca, Root beer, Ice"
720,Sazerac,"Ordinary Drink",Alcoholic,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.","Ricard, Sugar, Peychaud bitters, Water, Bourbon, Lemon peel"
721,"Gin Fizz","Ordinary Drink",Alcoholic,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.","Gin, Lemon, Powdered sugar, Carbonated water"
722,Kamikaze,"Ordinary Drink",Alcoholic,"Shake all ingredients together with ice. Strain into glass, garnish and serve.","Vodka, Triple sec, Lime juice"
723,Zorbatini,Cocktail,Alcoholic,"Prepare like a Martini. Garnish with a green olive.","Vodka, Ouzo"
724,"Vodka Fizz","Other / Unknown",Alcoholic,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.","Vodka, Half-and-half, Limeade, Ice, Nutmeg"
725,"Royal Fizz","Ordinary Drink",Alcoholic,"Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.","Gin, Sweet and sour, Egg, Coca-Cola"
726,"Martinez 2",Cocktail,Alcoholic,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.","Gin, Sweet Vermouth, Maraschino Liqueur, Angostura Bitters"
727,"Sea breeze","Ordinary Drink",Alcoholic,"Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.","Vodka, Cranberry juice, Grapefruit juice"
728,Zipperhead,Shot,Alcoholic,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).","Chambord raspberry liqueur, Vodka, Soda water"
729,Zenmeister,"Ordinary Drink",Alcoholic,"Mix together and enjoy","Jägermeister, Root beer"
730,"Gin Swizzle","Ordinary Drink",Alcoholic,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.","Lime juice, Sugar, Gin, Bitters, Club soda"
731,"Aztec Punch","Punch / Party Drink",Alcoholic,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.","Lemonade, Vodka, Rum, Ginger ale"
732,"Chicago Fizz","Ordinary Drink",Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","Light rum, Port, Lemon, Powdered sugar, Egg white, Carbonated water"
733,"Zima Blaster","Ordinary Drink",Alcoholic,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.","Zima, Chambord raspberry liqueur"
734,"Tequila Fizz","Ordinary Drink",Alcoholic,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.","Tequila, Lemon juice, Grenadine, Egg white, Ginger ale"
735,"Grizzly Bear","Ordinary Drink",Alcoholic,"Served over ice. Sounds nasty, but tastes great.","Amaretto, Jägermeister, Kahlua, Milk"
736,"Imperial Fizz","Ordinary Drink",Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","Light rum, Blended whiskey, Lemon, Powdered sugar, Carbonated water"
737,"Japanese Fizz","Ordinary Drink",Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","Blended whiskey, Lemon, Powdered sugar, Port, Egg white, Carbonated water"
738,"Fuzzy Asshole","Coffee / Tea",Alcoholic,"fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.","Coffee, Peach schnapps"
