Cocktail Name,MidJourney Prompt
ACID,"Flat lay, vintage speakeasy style. High-quality photo of a ACID, served in a cocktail glass, featuring Fruité notes. Made with 151 proof rum, Wild Turkey. Instructions: Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Adam,"Flat lay, vintage speakeasy style. High-quality photo of a Adam, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Dark rum, Lemon juice, Grenadine. Instructions: In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Derby,"Flat lay, vintage speakeasy style. High-quality photo of a Derby, served in a cocktail glass, featuring Fruité notes. Made with gin, Peach Bitters, Mint. Instructions: Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Diesel,"Flat lay, vintage speakeasy style. High-quality photo of a Diesel, served in a cocktail glass, featuring Fruité notes. Made with Lager, Cider, Blackcurrant cordial. Instructions: Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Radler,"Flat lay, vintage speakeasy style. High-quality photo of a Radler, served in a cocktail glass, featuring Fruité notes. Made with Beer, 7-Up. Instructions: Pour beer into large mug, slowly add the 7-up (or Sprite).. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Snowday,"Flat lay, vintage speakeasy style. High-quality photo of a Snowday, served in a cocktail glass, featuring Amer notes. Made with Vodka, Amaro Montenegro, Ruby Port, Blood Orange, Angostura Bitters, Orange Peel. Instructions: Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Limeade,"Flat lay, vintage speakeasy style. High-quality photo of a Limeade, served in a cocktail glass, featuring Acide, sucré notes. Made with Lime, Sugar, Soda water, Lime peel. Instructions: In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Sidecar,"Flat lay, vintage speakeasy style. High-quality photo of a Sidecar, served in a cocktail glass, featuring Fruité, sucré notes. Made with Cognac, Cointreau, Lemon juice. Instructions: Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Addison,"Flat lay, vintage speakeasy style. High-quality photo of a Addison, served in a cocktail glass, featuring Amer notes. Made with Gin, Vermouth. Instructions: Shake together all the ingredients and strain into a cold glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Old Pal,"Flat lay, vintage speakeasy style. High-quality photo of a Old Pal, served in a cocktail glass, featuring Amer notes. Made with Rye whiskey, Campari, Dry Vermouth. Instructions: Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Big Red,"Flat lay, vintage speakeasy style. High-quality photo of a Big Red, served in a cocktail glass, featuring Fruité notes. Made with Irish cream, Goldschlager. Instructions: Pour ingredients into 1 ounce shot glass. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Daiquiri,"Flat lay, vintage speakeasy style. High-quality photo of a Daiquiri, served in a coupette glass, featuring Acide, sucré notes. Made with Light rum, Lime, Powdered sugar. Instructions: Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Paradise,"Flat lay, vintage speakeasy style. High-quality photo of a Paradise, served in a cocktail glass, featuring Fruité, sucré notes. Made with Gin, Apricot Brandy, Orange Juice. Instructions: Shake together over ice. Strain into cocktail glass and serve chilled.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Bluebird,"Flat lay, vintage speakeasy style. High-quality photo of a Bluebird, served in a cocktail glass, featuring Fruité notes. Made with Gin, Triple sec, Blue Curacao, Bitters, Maraschino cherry, Lemon peel. Instructions: In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Danbooka,"Flat lay, vintage speakeasy style. High-quality photo of a Danbooka, served in a cocktail glass, featuring Fruité notes. Made with Coffee, Everclear. Instructions: pour it in and mix it.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Godchild,"Flat lay, vintage speakeasy style. High-quality photo of a Godchild, served in a cocktail glass, featuring Fruité notes. Made with Vodka, Amaretto, Heavy cream. Instructions: Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Salty Dog,"Flat lay, vintage speakeasy style. High-quality photo of a Salty Dog, served in a cocktail glass, featuring Fruité, sucré, salé notes. Made with Grapefruit juice, Gin, Salt. Instructions: Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.). Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Orangeade,"Flat lay, vintage speakeasy style. High-quality photo of a Orangeade, served in a cocktail glass, featuring Fruité, sucré notes. Made with Lemon juice, Orange juice, Sugar syrup, Soda water. Instructions: Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Alexander,"Flat lay, vintage speakeasy style. High-quality photo of a Alexander, served in a cocktail glass, featuring Crémeux, épicé, épicé notes. Made with Gin, Creme de Cacao, Light cream, Nutmeg. Instructions: Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Addington,"Flat lay, vintage speakeasy style. High-quality photo of a Addington, served in a cocktail glass, featuring Amer, sucré notes. Made with Sweet Vermouth, Dry Vermouth, Soda Water. Instructions: Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. . Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Old Cuban,"Flat lay, vintage speakeasy style. High-quality photo of a Old Cuban, served in a cocktail glass, featuring Acide, sucré notes. Made with White Rum, Sugar Syrup, Lime Juice, Angostura Bitters, Prosecco. Instructions: Shake a handful of mint, 2oz white rum, 1oz of sugar syrup, 1oz lime juice and 2 dashes angostura bitters with ice. Double strain into a glass and top with 2oz of prosecco.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Rum Toddy,"Flat lay, vintage speakeasy style. High-quality photo of a Rum Toddy, served in a cocktail glass, featuring Fruité, sucré notes. Made with Rum, Powdered sugar, Lemon peel, Water. Instructions: Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Barracuda,"Flat lay, vintage speakeasy style. High-quality photo of a Barracuda, served in a cocktail glass, featuring Acide, sucré notes. Made with Rum, Galliano, Pineapple Juice, Lime Juice, Prosecco. Instructions: Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Jam Donut,"Flat lay, vintage speakeasy style. High-quality photo of a Jam Donut, served in a cocktail glass, featuring Crémeux, sucré, sucré notes. Made with Baileys irish cream, Chambord raspberry liqueur, Sugar syrup, Sugar. Instructions: Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Ace,"Flat lay, vintage speakeasy style. High-quality photo of a Ace, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Gin, Grenadine, Heavy cream, Milk, Egg White. Instructions: Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Rose,"Flat lay, vintage speakeasy style. High-quality photo of a Rose, served in a cocktail glass, featuring Amer, sucré, sucré notes. Made with Dry Vermouth, Gin, Apricot brandy, Lemon juice, Grenadine, Powdered sugar. Instructions: Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Melya,"Flat lay, vintage speakeasy style. High-quality photo of a Melya, served in a cocktail glass, featuring Fruité, sucré notes. Made with Espresso, Honey, Cocoa powder. Instructions: Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Derby,"Flat lay, vintage speakeasy style. High-quality photo of a Derby, served in a cocktail glass, featuring Fruité notes. Made with gin, Peach Bitters, Mint. Instructions: Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Radler,"Flat lay, vintage speakeasy style. High-quality photo of a Radler, served in a cocktail glass, featuring Fruité notes. Made with Beer, 7-Up. Instructions: Pour beer into large mug, slowly add the 7-up (or Sprite).. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Zombie,"Flat lay, vintage speakeasy style. High-quality photo of a Zombie, served in a cocktail glass, featuring Acide, sucré, sucré notes. Made with Rum, Gold rum, 151 proof rum, Pernod, Grenadine, Lime Juice, Angostura Bitters. Instructions: Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
